Category	Gene
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMA2
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMA3
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMA4
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMA5
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMA6
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMA7
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMA8
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMB1
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMB10
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMB11
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMB2
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMB3
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMB4
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMB5
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMB6
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMB7
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMB8
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMB9
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMC1
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMC2
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMC3
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMC4
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMC5
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMC6
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMD1
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMD10
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMD11
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMD12
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMD13
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMD14
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMD2
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMD3
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMD4
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMD5
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	PSMD6
Activation of ATR in response to replication stress	ATR
Activation of ATR in response to replication stress	ATRIP
Activation of ATR in response to replication stress	CDC25A
Activation of ATR in response to replication stress	CDC25C
Activation of ATR in response to replication stress	CDC45
Activation of ATR in response to replication stress	CDC6
Activation of ATR in response to replication stress	CDC7
Activation of ATR in response to replication stress	CDK2
Activation of ATR in response to replication stress	CHEK1
Activation of ATR in response to replication stress	CLSPN
Activation of ATR in response to replication stress	DBF4
Activation of ATR in response to replication stress	HUS1
Activation of ATR in response to replication stress	MCM10
Activation of ATR in response to replication stress	MCM2
Activation of ATR in response to replication stress	MCM3
Activation of ATR in response to replication stress	MCM4
Activation of ATR in response to replication stress	MCM5
Activation of ATR in response to replication stress	MCM6
Activation of ATR in response to replication stress	MCM7
Activation of ATR in response to replication stress	MCM8
Activation of ATR in response to replication stress	ORC1
Activation of ATR in response to replication stress	ORC2
Activation of ATR in response to replication stress	ORC3
Activation of ATR in response to replication stress	ORC4
Activation of ATR in response to replication stress	ORC5
Activation of ATR in response to replication stress	ORC6
Activation of ATR in response to replication stress	RAD1
Activation of ATR in response to replication stress	RAD17
Activation of ATR in response to replication stress	RAD9A
Activation of ATR in response to replication stress	RAD9B
Activation of ATR in response to replication stress	RFC2
Activation of ATR in response to replication stress	RFC3
Activation of ATR in response to replication stress	RFC4
Activation of ATR in response to replication stress	RFC5
Activation of ATR in response to replication stress	RPA1
Activation of ATR in response to replication stress	RPA2
Activation of ATR in response to replication stress	RPA3
Activation of BAD and translocation to mitochondria	AKT1
Activation of BAD and translocation to mitochondria	BAD
Activation of BAD and translocation to mitochondria	BCL2
Activation of BAD and translocation to mitochondria	BID
Activation of BAD and translocation to mitochondria	PPP3CC
Activation of BAD and translocation to mitochondria	PPP3R1
Activation of BAD and translocation to mitochondria	YWHAB
Activation of BH3-only proteins	AKT1
Activation of BH3-only proteins	BAD
Activation of BH3-only proteins	BBC3
Activation of BH3-only proteins	BCL2
Activation of BH3-only proteins	BCL2L11
Activation of BH3-only proteins	BID
Activation of BH3-only proteins	BMF
Activation of BH3-only proteins	DYNLL1
Activation of BH3-only proteins	DYNLL2
Activation of BH3-only proteins	E2F1
Activation of BH3-only proteins	MAPK8
Activation of BH3-only proteins	PMAIP1
Activation of BH3-only proteins	PPP3CC
Activation of BH3-only proteins	PPP3R1
Activation of BH3-only proteins	TFDP1
Activation of BH3-only proteins	TP53
Activation of BH3-only proteins	YWHAB
Activation of BIM and translocation to mitochondria	BCL2L11
Activation of BIM and translocation to mitochondria	DYNLL1
Activation of BIM and translocation to mitochondria	MAPK8
Activation of BMF and translocation to mitochondria	BMF
Activation of BMF and translocation to mitochondria	DYNLL2
Activation of BMF and translocation to mitochondria	MAPK8
Activation of C3 and C5	C2
Activation of C3 and C5	C3
Activation of C3 and C5	C4A
Activation of C3 and C5	C4B
Activation of C3 and C5	C5
Activation of C3 and C5	CFB
Activation of Ca-permeable Kainate Receptor	CALM1
Activation of Ca-permeable Kainate Receptor	DLG1
Activation of Ca-permeable Kainate Receptor	DLG3
Activation of Ca-permeable Kainate Receptor	DLG4
