Category	Gene
Homologous recombination repair of replication-independent double-strand breaks	BRCA1
Homologous recombination repair of replication-independent double-strand breaks	BRCA2
Homologous recombination repair of replication-independent double-strand breaks	BRIP1
Homologous recombination repair of replication-independent double-strand breaks	H2AFX
Homologous recombination repair of replication-independent double-strand breaks	LIG1
Homologous recombination repair of replication-independent double-strand breaks	MDC1
Homologous recombination repair of replication-independent double-strand breaks	MRE11A
Homologous recombination repair of replication-independent double-strand breaks	NBN
Homologous recombination repair of replication-independent double-strand breaks	RAD50
Homologous recombination repair of replication-independent double-strand breaks	RAD51
Homologous recombination repair of replication-independent double-strand breaks	RAD52
Homologous recombination repair of replication-independent double-strand breaks	RPA1
Homologous recombination repair of replication-independent double-strand breaks	RPA2
Homologous recombination repair of replication-independent double-strand breaks	RPA3
Homologous recombination repair of replication-independent double-strand breaks	TP53BP1
Hormone ligand-binding receptors	CGA
Hormone ligand-binding receptors	FSHB
Hormone ligand-binding receptors	FSHR
Hormone ligand-binding receptors	GNRH1
Hormone ligand-binding receptors	GNRH2
Hormone ligand-binding receptors	GNRHR
Hormone ligand-binding receptors	GNRHR2
Hormone ligand-binding receptors	LHB
Hormone ligand-binding receptors	LHCGR
Hormone ligand-binding receptors	TSHB
Hormone ligand-binding receptors	TSHR
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	ABHD5
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	CAV1
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	FABP4
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	LIPE
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	MGLL
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	PLIN1
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	PPP1CA
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	PPP1CB
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	PPP1CC
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	PRKACA
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	PRKACB
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	PRKACG
Host Interactions of HIV factors	AAAS
Host Interactions of HIV factors	AP1B1
Host Interactions of HIV factors	AP1G1
Host Interactions of HIV factors	AP1M1
Host Interactions of HIV factors	AP1M2
Host Interactions of HIV factors	AP1S1
Host Interactions of HIV factors	AP1S2
Host Interactions of HIV factors	AP1S3
Host Interactions of HIV factors	AP2A1
Host Interactions of HIV factors	AP2A2
Host Interactions of HIV factors	AP2B1
Host Interactions of HIV factors	AP2M1
Host Interactions of HIV factors	AP2S1
Host Interactions of HIV factors	APOBEC3G
Host Interactions of HIV factors	ARF1
Host Interactions of HIV factors	ATP6V1H
Host Interactions of HIV factors	B2M
Host Interactions of HIV factors	BANF1
Host Interactions of HIV factors	BTRC
Host Interactions of HIV factors	CCNT1
Host Interactions of HIV factors	CD247
Host Interactions of HIV factors	CD28
Host Interactions of HIV factors	CD4
Host Interactions of HIV factors	CD8B
Host Interactions of HIV factors	CDK9
Host Interactions of HIV factors	CUL5
Host Interactions of HIV factors	DOCK2
Host Interactions of HIV factors	ELMO1
Host Interactions of HIV factors	FYN
Host Interactions of HIV factors	HCK
Host Interactions of HIV factors	HLA-A
Host Interactions of HIV factors	HMGA1
Host Interactions of HIV factors	KPNA1
Host Interactions of HIV factors	KPNB1
Host Interactions of HIV factors	LCK
Host Interactions of HIV factors	NPM1
Host Interactions of HIV factors	NUP107
Host Interactions of HIV factors	NUP133
Host Interactions of HIV factors	NUP153
Host Interactions of HIV factors	NUP155
Host Interactions of HIV factors	NUP160
Host Interactions of HIV factors	NUP188
Host Interactions of HIV factors	NUP205
Host Interactions of HIV factors	NUP210
Host Interactions of HIV factors	NUP214
Host Interactions of HIV factors	NUP35
Host Interactions of HIV factors	NUP37
Host Interactions of HIV factors	NUP43
Host Interactions of HIV factors	NUP50
Host Interactions of HIV factors	NUP54
Host Interactions of HIV factors	NUP62
Host Interactions of HIV factors	NUP85
Host Interactions of HIV factors	NUP88
Host Interactions of HIV factors	NUP93
Host Interactions of HIV factors	NUP98
Host Interactions of HIV factors	NUPL1
Host Interactions with Influenza Factors	CPSF4
Host Interactions with Influenza Factors	EIF2AK2
Host Interactions with Influenza Factors	NA
Host Interactions with Influenza Factors	NS
Host Interactions with Influenza Factors	PABPN1
Host Interactions with Influenza Factors	PB1
Host Interactions with Influenza Factors	SLC25A6
Host Interactions with Influenza Factors	TGFB1
Hypusine synthesis from eIF5A-lysine	DHPS
Hypusine synthesis from eIF5A-lysine	DOHH
Hypusine synthesis from eIF5A-lysine	EIF5A
Hypusine synthesis from eIF5A-lysine	EIF5A2
IKK complex recruitment mediated by RIP1	CHUK
IKK complex recruitment mediated by RIP1	IKBKB
IKK complex recruitment mediated by RIP1	IKBKG
IKK complex recruitment mediated by RIP1	LY96
IKK complex recruitment mediated by RIP1	RIPK1
IKK complex recruitment mediated by RIP1	TICAM1
IKK complex recruitment mediated by RIP1	TICAM2
IKK complex recruitment mediated by RIP1	TLR4
IRAK1 recruits IKK complex	CHUK
IRAK1 recruits IKK complex	IKBKB
IRAK1 recruits IKK complex	IKBKG
IRAK1 recruits IKK complex	IRAK1
IRAK1 recruits IKK complex	PELI1
IRAK1 recruits IKK complex	PELI2
IRAK1 recruits IKK complex	PELI3
IRAK1 recruits IKK complex	TRAF6
IRAK1 recruits IKK complex	UBE2N
IRAK1 recruits IKK complex	UBE2V1
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	CHUK
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	IKBKB
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	IKBKG
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	IRAK1
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	PELI1
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	PELI2
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	PELI3
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	TRAF6
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	UBE2N
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	UBE2V1
IRAK2 mediated activation of TAK1 complex	IRAK2
IRAK2 mediated activation of TAK1 complex	LY96
IRAK2 mediated activation of TAK1 complex	MAP3K7
IRAK2 mediated activation of TAK1 complex	RPS27A
IRAK2 mediated activation of TAK1 complex	TAB1
IRAK2 mediated activation of TAK1 complex	TAB2
IRAK2 mediated activation of TAK1 complex	TAB3
IRAK2 mediated activation of TAK1 complex	TICAM1
IRAK2 mediated activation of TAK1 complex	TICAM2
IRAK2 mediated activation of TAK1 complex	TLR4
IRAK2 mediated activation of TAK1 complex	TRAF6
IRAK2 mediated activation of TAK1 complex	UBA52
IRAK2 mediated activation of TAK1 complex	UBB
IRAK2 mediated activation of TAK1 complex	UBC
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	IRAK2
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	MAP3K7
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	RPS27A
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	TAB1
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	TAB2
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	TAB3
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	TICAM1
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	TLR3
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	TRAF6
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	UBA52
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	UBB
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	UBC
IRF3 mediated activation of type 1 IFN	IRF3
IRF3 mediated activation of type 1 IFN	TBK1
IRF3 mediated activation of type 1 IFN	ZBP1
IRS activation	DOK1
IRS activation	INS
IRS activation	INSR
IRS activation	IRS1
IRS activation	IRS2
IRS-mediated signalling	AKT2
IRS-mediated signalling	CAB39
IRS-mediated signalling	CAB39L
IRS-mediated signalling	CDK1
IRS-mediated signalling	DOK1
IRS-mediated signalling	EEF2K
IRS-mediated signalling	EIF4B
IRS-mediated signalling	EIF4E
IRS-mediated signalling	EIF4EBP1
IRS-mediated signalling	EIF4G1
IRS-mediated signalling	FGF1
IRS-mediated signalling	FGF10
IRS-mediated signalling	FGF16
IRS-mediated signalling	FGF17
IRS-mediated signalling	FGF18
IRS-mediated signalling	FGF19
IRS-mediated signalling	FGF2
IRS-mediated signalling	FGF20
IRS-mediated signalling	FGF22
IRS-mediated signalling	FGF23
IRS-mediated signalling	FGF3
IRS-mediated signalling	FGF4
IRS-mediated signalling	FGF5
IRS-mediated signalling	FGF6
IRS-mediated signalling	FGF7
IRS-mediated signalling	FGF8
IRS-mediated signalling	FGF9
IRS-mediated signalling	FGFR1
IRS-mediated signalling	FGFR2
IRS-mediated signalling	FGFR3
IRS-mediated signalling	FGFR4
IRS-mediated signalling	FRS2
IRS-mediated signalling	GAB1
IRS-mediated signalling	GRB2
IRS-mediated signalling	HRAS
IRS-mediated signalling	INS
IRS-mediated signalling	INSR
IRS-mediated signalling	IRS1
IRS-mediated signalling	IRS2
IRS-mediated signalling	KL
IRS-mediated signalling	KLB
IRS-mediated signalling	KRAS
IRS-mediated signalling	MAP2K1
IRS-mediated signalling	MAP2K2
IRS-mediated signalling	MAPK1
IRS-mediated signalling	MAPK3
IRS-mediated signalling	MLST8
IRS-mediated signalling	MTOR
IRS-mediated signalling	NRAS
IRS-mediated signalling	PDE3B
IRS-mediated signalling	PDPK1
IRS-mediated signalling	PIK3C3
IRS-mediated signalling	PIK3CA
IRS-mediated signalling	PIK3CB
IRS-mediated signalling	PIK3R1
IRS-mediated signalling	PIK3R2
IRS-mediated signalling	PIK3R4
IRS-mediated signalling	PPM1A
IRS-related events	AKT2
IRS-related events	CAB39
IRS-related events	CAB39L
IRS-related events	CDK1
IRS-related events	DOK1
IRS-related events	EEF2K
IRS-related events	EIF4B
IRS-related events	EIF4E
IRS-related events	EIF4EBP1
IRS-related events	EIF4G1
IRS-related events	FGF1
IRS-related events	FGF10
IRS-related events	FGF16
IRS-related events	FGF17
IRS-related events	FGF18
IRS-related events	FGF19
IRS-related events	FGF2
IRS-related events	FGF20
IRS-related events	FGF22
IRS-related events	FGF23
IRS-related events	FGF3
IRS-related events	FGF4
IRS-related events	FGF5
IRS-related events	FGF6
IRS-related events	FGF7
IRS-related events	FGF8
IRS-related events	FGF9
IRS-related events	FGFR1
IRS-related events	FGFR2
IRS-related events	FGFR3
IRS-related events	FGFR4
IRS-related events	FRS2
IRS-related events	GAB1
IRS-related events	GRB2
IRS-related events	HRAS
IRS-related events	INS
IRS-related events	INSR
IRS-related events	IRS1
IRS-related events	IRS2
IRS-related events	KL
IRS-related events	KLB
IRS-related events	KRAS
IRS-related events	MAP2K1
IRS-related events	MAP2K2
IRS-related events	MAPK1
IRS-related events	MAPK3
IRS-related events	MLST8
IRS-related events	MTOR
IRS-related events	NRAS
IRS-related events	PDE3B
IRS-related events	PDPK1
IRS-related events	PIK3C3
IRS-related events	PIK3CA
IRS-related events	PIK3CB
IRS-related events	PIK3R1
IRS-related events	PIK3R2
IRS-related events	PIK3R4
IRS-related events	PPM1A
ISG15 antiviral mechanism	AAAS
ISG15 antiviral mechanism	ARIH1
ISG15 antiviral mechanism	DDX58
ISG15 antiviral mechanism	EIF2AK2
ISG15 antiviral mechanism	EIF4A1
ISG15 antiviral mechanism	EIF4A2
ISG15 antiviral mechanism	EIF4A3
ISG15 antiviral mechanism	EIF4E
ISG15 antiviral mechanism	EIF4E2
ISG15 antiviral mechanism	EIF4E3
ISG15 antiviral mechanism	EIF4G1
ISG15 antiviral mechanism	EIF4G2
ISG15 antiviral mechanism	EIF4G3
ISG15 antiviral mechanism	FLNB
ISG15 antiviral mechanism	HERC5
ISG15 antiviral mechanism	IFIT1
ISG15 antiviral mechanism	IRF3
ISG15 antiviral mechanism	ISG15
ISG15 antiviral mechanism	JAK1
ISG15 antiviral mechanism	KPNA1
ISG15 antiviral mechanism	KPNA2
ISG15 antiviral mechanism	KPNA3
ISG15 antiviral mechanism	KPNA4
ISG15 antiviral mechanism	KPNA5
ISG15 antiviral mechanism	KPNA7
ISG15 antiviral mechanism	KPNB1
ISG15 antiviral mechanism	MAPK3
ISG15 antiviral mechanism	MX1
ISG15 antiviral mechanism	MX2
ISG15 antiviral mechanism	NEDD4
ISG15 antiviral mechanism	NS
ISG15 antiviral mechanism	NUP107
ISG15 antiviral mechanism	NUP133
ISG15 antiviral mechanism	NUP153
ISG15 antiviral mechanism	NUP155
ISG15 antiviral mechanism	NUP160
ISG15 antiviral mechanism	NUP188
ISG15 antiviral mechanism	NUP205
ISG15 antiviral mechanism	NUP210
ISG15 antiviral mechanism	NUP214
ISG15 antiviral mechanism	NUP35
ISG15 antiviral mechanism	NUP37
ISG15 antiviral mechanism	NUP43
ISG15 antiviral mechanism	NUP50
ISG15 antiviral mechanism	NUP54
ISG15 antiviral mechanism	NUP62
ISG15 antiviral mechanism	NUP85
ISG15 antiviral mechanism	NUP88
ISG15 antiviral mechanism	NUP93
ISG15 antiviral mechanism	NUP98
ISG15 antiviral mechanism	NUPL1
ISG15 antiviral mechanism	NUPL2
ISG15 antiviral mechanism	PIN1
ISG15 antiviral mechanism	PLCG1
ISG15 antiviral mechanism	POM121
Immune System	AAAS
Immune System	ADAM17
Immune System	ADAR
Immune System	AGER
Immune System	AIM2
Immune System	AKT1
Immune System	AKT1S1
Immune System	AKT2
Immune System	AKT3
Immune System	AMICA1
Immune System	ANAPC1
Immune System	ANAPC10
Immune System	ANAPC11
Immune System	ANAPC13
Immune System	ANAPC2
Immune System	ANAPC4
Immune System	ANAPC5
Immune System	ANAPC7
Immune System	APP
Immune System	ARIH1
Immune System	ARIH2
Immune System	ART1
Immune System	ASB1
Immune System	ASB10
Immune System	ASB11
Immune System	ASB12
Immune System	ASB13
Immune System	ASB14
Immune System	ASB15
Immune System	ASB16
Immune System	ASB17
Immune System	ASB18
Immune System	ASB2
Immune System	ASB3
Immune System	ASB4
Immune System	ASB5
Immune System	ASB6
Immune System	ASB7
Immune System	ASB8
Immune System	ASB9
Immune System	ATF1
Immune System	ATF2
Immune System	ATG12
Immune System	ATG5
Immune System	ATG7
Immune System	B2M
Immune System	BAD
Immune System	BCL10
Immune System	BCL2
Immune System	BCL2L1
Immune System	BIRC2
Immune System	BIRC3
Immune System	BLK
Immune System	BLMH
Immune System	BLNK
Immune System	BTK
Immune System	BTLA
Immune System	BTRC
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	AMICA1
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	B2M
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	C3
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD160
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD19
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD200
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD200R1
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD226
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD247
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD34
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD3D
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD3E
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD3G
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD40
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD40LG
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD81
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD8A
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD8B
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CD96
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CDH1
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CRTAM
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CXADR
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	FCGR2B
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	FCGR3A
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	GLYCAM1
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	HCST
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	HLA-A
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	HLA-B
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	HLA-C
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	HLA-E
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	HLA-F
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	HLA-G
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	ICAM1
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	ICAM2
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	ICAM3
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	ICAM4
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IFITM1
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGHV
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGHV1-46
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGHV3-23
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGHV7-81
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKC
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKV1-39
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKV1-5
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKV1D-16
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKV2-30
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKV3-11
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKV3-15
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKV3-20
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKV3-7
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKV4-1
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKV5-2
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGKVA18
Import of palmitoyl-CoA into the mitochondrial matrix	ACACB
Import of palmitoyl-CoA into the mitochondrial matrix	CPT1A
Import of palmitoyl-CoA into the mitochondrial matrix	CPT1B
Import of palmitoyl-CoA into the mitochondrial matrix	CPT2
Import of palmitoyl-CoA into the mitochondrial matrix	PRKAA2
Import of palmitoyl-CoA into the mitochondrial matrix	PRKAB2
Import of palmitoyl-CoA into the mitochondrial matrix	PRKAG2
Import of palmitoyl-CoA into the mitochondrial matrix	SLC25A20
Inactivation of APC/C via direct inhibition of the APC/C complex	ANAPC1
Inactivation of APC/C via direct inhibition of the APC/C complex	ANAPC10
Inactivation of APC/C via direct inhibition of the APC/C complex	ANAPC11
Inactivation of APC/C via direct inhibition of the APC/C complex	ANAPC2
Inactivation of APC/C via direct inhibition of the APC/C complex	ANAPC4
Inactivation of APC/C via direct inhibition of the APC/C complex	ANAPC5
Inactivation of APC/C via direct inhibition of the APC/C complex	ANAPC7
Inactivation of APC/C via direct inhibition of the APC/C complex	BUB1B
Inactivation of APC/C via direct inhibition of the APC/C complex	BUB3
Inactivation of APC/C via direct inhibition of the APC/C complex	CDC16
Inactivation of APC/C via direct inhibition of the APC/C complex	CDC20
Inactivation of APC/C via direct inhibition of the APC/C complex	CDC23
Inactivation of APC/C via direct inhibition of the APC/C complex	CDC26
Inactivation of APC/C via direct inhibition of the APC/C complex	CDC27
Inactivation of APC/C via direct inhibition of the APC/C complex	MAD2L1
Inactivation of APC/C via direct inhibition of the APC/C complex	UBE2C
Inactivation of APC/C via direct inhibition of the APC/C complex	UBE2D1
Inactivation of APC/C via direct inhibition of the APC/C complex	UBE2E1
Inactivation of Cdc42 and Rac	ARHGAP39
Inactivation of Cdc42 and Rac	CDC42
Inactivation of Cdc42 and Rac	GPC1
Inactivation of Cdc42 and Rac	RAC1
Inactivation of Cdc42 and Rac	ROBO1
Inactivation of Cdc42 and Rac	SLIT2
Inactivation of Cdc42 and Rac	SRGAP1
Inactivation of Cdc42 and Rac	SRGAP2
Inactivation of Cdc42 and Rac	SRGAP3
Incretin Synthesis, Secretion, and Inactivation	CDX2
Incretin Synthesis, Secretion, and Inactivation	CTNNB1
Incretin Synthesis, Secretion, and Inactivation	DPP4
Incretin Synthesis, Secretion, and Inactivation	FFAR1
Incretin Synthesis, Secretion, and Inactivation	GATA4
Incretin Synthesis, Secretion, and Inactivation	GCG
Incretin Synthesis, Secretion, and Inactivation	GIP
Incretin Synthesis, Secretion, and Inactivation	GNAT3
Incretin Synthesis, Secretion, and Inactivation	GNB3
Incretin Synthesis, Secretion, and Inactivation	GNG13
Incretin Synthesis, Secretion, and Inactivation	GPR119
Incretin Synthesis, Secretion, and Inactivation	GRP
Incretin Synthesis, Secretion, and Inactivation	ISL1
Incretin Synthesis, Secretion, and Inactivation	LEP
Incretin Synthesis, Secretion, and Inactivation	O3FAR1
Incretin Synthesis, Secretion, and Inactivation	PAX6
Incretin Synthesis, Secretion, and Inactivation	PCSK1
Incretin Synthesis, Secretion, and Inactivation	SEC11A
Incretin Synthesis, Secretion, and Inactivation	SEC11C
Incretin Synthesis, Secretion, and Inactivation	SPCS1
Incretin Synthesis, Secretion, and Inactivation	SPCS2
Incretin Synthesis, Secretion, and Inactivation	SPCS3
Incretin Synthesis, Secretion, and Inactivation	TCF7L2
Inflammasomes	AIM2
Inflammasomes	APP
Inflammasomes	BCL2
Inflammasomes	BCL2L1
Inflammasomes	CASP1
Inflammasomes	HSP90AB1
Inflammasomes	MEFV
Inflammasomes	NLRC4
Inflammasomes	NLRP1
Inflammasomes	NLRP3
Inflammasomes	P2RX7
Inflammasomes	PANX1
Inflammasomes	PSTPIP1
Inflammasomes	PYCARD
Inflammasomes	SUGT1
Inflammasomes	TXN
Inflammasomes	TXNIP
Inflammasomes	fliC
Inflammasomes	fljB
Inflammasomes	hly
Inflammasomes	prgJ
Influenza Infection	AAAS
Influenza Infection	CALR
Influenza Infection	CANX
Influenza Infection	CLTA
Influenza Infection	CLTC
Influenza Infection	CPSF4
Influenza Infection	DNAJC3
Influenza Infection	EIF2AK2
Influenza Infection	FAU
Influenza Infection	GRSF1
Influenza Infection	GTF2F1
Influenza Infection	GTF2F2
Influenza Infection	HA
Influenza Infection	HSP90AA1
Influenza Infection	HSPA1A
Influenza Infection	IPO5
Influenza Infection	KPNA1
Influenza Infection	KPNB1
Influenza Infection	M
Influenza Infection	NA
Influenza Infection	NP
Influenza Infection	NS
Influenza Infection	NUP107
Influenza Infection	NUP133
Influenza Infection	NUP153
Influenza Infection	NUP155
Influenza Infection	NUP160
Influenza Infection	NUP188
Influenza Infection	NUP205
Influenza Infection	NUP210
Influenza Infection	NUP214
Influenza Infection	NUP35
Influenza Infection	NUP37
Influenza Infection	NUP43
Influenza Infection	NUP50
Influenza Infection	NUP54
Influenza Infection	NUP62
Influenza Infection	NUP85
Influenza Infection	NUP88
Influenza Infection	NUP93
Influenza Infection	NUP98
Influenza Infection	NUPL1
Influenza Infection	NUPL2
Influenza Infection	PA
Influenza Infection	PABPN1
Influenza Infection	PB1
Influenza Infection	PB2
Influenza Infection	POLR2A
Influenza Infection	POLR2B
Influenza Infection	POLR2C
Influenza Infection	POLR2D
Influenza Infection	POLR2E
Influenza Infection	POLR2F
Influenza Infection	POLR2G
Influenza Infection	POLR2H
Influenza Infection	POLR2I
Influenza Life Cycle	AAAS
Influenza Life Cycle	CALR
Influenza Life Cycle	CANX
Influenza Life Cycle	CLTA
Influenza Life Cycle	CLTC
Influenza Life Cycle	DNAJC3
Influenza Life Cycle	FAU
Influenza Life Cycle	GRSF1
Influenza Life Cycle	GTF2F1
Influenza Life Cycle	GTF2F2
Influenza Life Cycle	HA
Influenza Life Cycle	HSP90AA1
Influenza Life Cycle	HSPA1A
Influenza Life Cycle	IPO5
Influenza Life Cycle	KPNA1
Influenza Life Cycle	KPNB1
Influenza Life Cycle	M
Influenza Life Cycle	NA
Influenza Life Cycle	NP
Influenza Life Cycle	NS
Influenza Life Cycle	NUP107
Influenza Life Cycle	NUP133
Influenza Life Cycle	NUP153
Influenza Life Cycle	NUP155
Influenza Life Cycle	NUP160
Influenza Life Cycle	NUP188
Influenza Life Cycle	NUP205
Influenza Life Cycle	NUP210
Influenza Life Cycle	NUP214
Influenza Life Cycle	NUP35
Influenza Life Cycle	NUP37
Influenza Life Cycle	NUP43
Influenza Life Cycle	NUP50
Influenza Life Cycle	NUP54
Influenza Life Cycle	NUP62
Influenza Life Cycle	NUP85
Influenza Life Cycle	NUP88
Influenza Life Cycle	NUP93
Influenza Life Cycle	NUP98
Influenza Life Cycle	NUPL1
Influenza Life Cycle	NUPL2
Influenza Life Cycle	PA
Influenza Life Cycle	PB1
Influenza Life Cycle	PB2
Influenza Life Cycle	POLR2A
Influenza Life Cycle	POLR2B
Influenza Life Cycle	POLR2C
Influenza Life Cycle	POLR2D
Influenza Life Cycle	POLR2E
Influenza Life Cycle	POLR2F
Influenza Life Cycle	POLR2G
Influenza Life Cycle	POLR2H
Influenza Life Cycle	POLR2I
Influenza Life Cycle	POLR2J
Influenza Life Cycle	POLR2K
Influenza Life Cycle	POLR2L
Influenza Viral RNA Transcription and Replication	DNAJC3
Influenza Viral RNA Transcription and Replication	FAU
Influenza Viral RNA Transcription and Replication	GRSF1
Influenza Viral RNA Transcription and Replication	GTF2F1
Influenza Viral RNA Transcription and Replication	GTF2F2
Influenza Viral RNA Transcription and Replication	HA
Influenza Viral RNA Transcription and Replication	HSP90AA1
Influenza Viral RNA Transcription and Replication	IPO5
Influenza Viral RNA Transcription and Replication	M
Influenza Viral RNA Transcription and Replication	NA
Influenza Viral RNA Transcription and Replication	NP
Influenza Viral RNA Transcription and Replication	NS
Influenza Viral RNA Transcription and Replication	PA
Influenza Viral RNA Transcription and Replication	PB1
Influenza Viral RNA Transcription and Replication	PB2
Influenza Viral RNA Transcription and Replication	POLR2A
Influenza Viral RNA Transcription and Replication	POLR2B
Influenza Viral RNA Transcription and Replication	POLR2C
Influenza Viral RNA Transcription and Replication	POLR2D
Influenza Viral RNA Transcription and Replication	POLR2E
Influenza Viral RNA Transcription and Replication	POLR2F
Influenza Viral RNA Transcription and Replication	POLR2G
Influenza Viral RNA Transcription and Replication	POLR2H
Influenza Viral RNA Transcription and Replication	POLR2I
Influenza Viral RNA Transcription and Replication	POLR2J
Influenza Viral RNA Transcription and Replication	POLR2K
Influenza Viral RNA Transcription and Replication	POLR2L
Influenza Viral RNA Transcription and Replication	RPL10
Influenza Viral RNA Transcription and Replication	RPL10A
Influenza Viral RNA Transcription and Replication	RPL11
Influenza Viral RNA Transcription and Replication	RPL12
Influenza Viral RNA Transcription and Replication	RPL13
Influenza Viral RNA Transcription and Replication	RPL13A
Influenza Viral RNA Transcription and Replication	RPL14
Influenza Viral RNA Transcription and Replication	RPL15
